股票,名稱,市場,族群,日期,收盤價,漲幅%,MA5,EMA20,KD-K,KD-D,MACD,SIGNAL,成交量,量比,成交值(億),60日高點,20日支撐,距離前高%,RR,AI分數,交易品質,熱門排行
2344,華邦電子股份有限公司,上市,半導體,2026-05-14,134.0,9.84,120.4,106.63,93.88,87.98,7.16,2.84,415035169,2.16,556.15,134.0,85.7,0.0,0.0,30,超級熱門,1
2303,聯華電子股份有限公司,上市,半導體,2026-05-14,108.0,9.76,99.44,85.53,90.39,86.66,9.91,7.58,330599652,1.24,357.05,108.0,68.3,0.0,0.0,26,超級熱門,2
3005,神基控股股份有限公司,上市,電腦及週邊,2026-05-14,103.5,5.72,99.58,100.06,54.3,53.91,-1.75,-2.83,19540398,4.13,20.22,138.0,96.6,25.0,5.0,26,超級熱門,3
3481,群創光電股份有限公司,上市,光電,2026-05-14,35.4,-5.6,34.02,29.27,87.05,83.16,2.4,1.16,994967870,2.12,352.22,37.5,23.4,5.6,0.18,25,超級熱門,4
2408,南亞科技股份有限公司,上市,半導體,2026-05-14,341.0,6.23,311.6,267.21,92.2,88.99,25.32,13.67,178096977,1.38,607.31,341.0,206.0,0.0,0.0,24,熱門強勢,5
3008,大立光電股份有限公司,上市,光電,2026-05-14,3135.0,10.0,2779.0,2638.01,79.62,61.4,107.57,67.33,3787771,1.97,118.75,3135.0,2485.0,0.0,0.0,24,熱門強勢,6
8039,台虹科技股份有限公司,上市,電子零組件,2026-05-14,149.5,8.33,138.8,137.07,55.37,38.15,3.84,4.38,30951116,2.04,46.27,161.0,132.5,7.14,0.68,24,熱門強勢,7
6451,訊芯科技控股股份有限公司,上市,半導體,2026-05-14,525.0,9.83,471.2,451.18,57.23,53.08,32.3,34.23,10291661,2.91,54.03,525.0,379.5,0.0,0.0,23,熱門強勢,8
2337,旺宏電子股份有限公司,上市,半導體,2026-05-14,169.0,0.6,160.5,153.35,57.55,55.5,8.79,8.3,316444979,1.58,534.79,172.0,120.5,1.74,0.06,22,熱門強勢,9
2345,智邦科技股份有限公司,上市,通信網路,2026-05-14,2675.0,9.86,2520.0,2315.13,75.56,75.02,207.18,202.46,6883618,1.34,184.14,2675.0,2005.0,0.0,0.0,22,熱門強勢,10
3406,玉晶光電股份有限公司,上市,光電,2026-05-14,560.0,8.53,523.0,512.5,56.52,43.67,14.52,14.37,4982590,2.6,27.9,560.0,500.0,0.0,0.0,22,熱門強勢,11
3189,景碩科技股份有限公司,上市,半導體,2026-05-14,522.0,4.92,494.9,477.41,55.0,49.16,32.17,37.3,43864441,1.23,228.97,531.0,391.5,1.69,0.07,21,熱門強勢,12
2330,台灣積體電路製造股份有限公司,上市,半導體,2026-05-14,2270.0,2.25,2254.0,2179.65,53.43,59.75,79.94,84.97,31747100,0.84,720.66,2310.0,2025.0,1.73,0.16,20,熱門強勢,13
6770,力晶積成電子製造股份有限公司,上市,半導體,2026-05-14,62.2,2.81,61.74,58.34,67.68,64.74,1.09,-0.03,189341363,1.17,117.77,76.8,51.4,19.01,1.35,20,熱門強勢,14
2377,微星科技股份有限公司,上市,電腦及週邊,2026-05-14,117.0,1.3,109.0,101.12,72.84,66.8,4.91,2.88,97943322,3.69,114.59,117.0,90.8,0.0,0.0,20,熱門強勢,15
2327,國巨股份有限公司,上市,AI,2026-05-14,462.0,10.0,416.4,358.31,92.84,87.65,36.47,25.06,16396375,0.36,75.75,462.0,295.0,0.0,0.0,20,熱門強勢,16
8028,昇陽國際半導體股份有限公司,上市,半導體,2026-05-14,261.5,9.87,239.6,229.13,62.6,53.37,12.86,12.41,26132765,1.42,68.34,261.5,187.0,0.0,0.0,20,熱門強勢,17
2492,華新科技股份有限公司,上市,電子零組件,2026-05-14,220.0,10.0,187.2,159.63,93.8,85.93,16.08,8.34,28565781,1.41,62.84,220.0,129.5,0.0,0.0,20,熱門強勢,18
2367,燿華電子股份有限公司,上市,電子零組件,2026-05-14,65.0,6.21,63.06,63.59,70.82,63.1,-1.47,-1.97,57591013,1.11,37.43,78.2,57.4,16.88,1.74,20,熱門強勢,19
8016,矽創電子股份有限公司,上市,半導體,2026-05-14,294.5,9.89,275.6,245.83,87.85,81.2,19.06,14.24,6519524,2.63,19.2,294.5,210.5,0.0,0.0,20,熱門強勢,20
6449,鈺邦科技股份有限公司,上市,電子零組件,2026-05-14,239.5,9.86,203.9,182.94,90.0,78.34,12.3,5.62,4227042,2.63,10.12,239.5,159.5,0.0,0.0,20,熱門強勢,21
2498,宏達國際電子股份有限公司,上市,通信網路,2026-05-14,44.1,9.98,41.02,40.79,68.75,52.84,0.12,-0.2,21366824,2.57,9.42,45.4,39.35,2.86,0.27,20,熱門強勢,22
7788,松川精密股份有限公司,上市,電子零組件,2026-05-14,206.0,9.87,187.2,172.91,81.04,67.74,9.39,6.32,2813957,3.63,5.8,206.0,151.5,0.0,0.0,20,熱門強勢,23
2481,強茂股份有限公司,上市,半導體,2026-05-14,115.5,-4.55,112.1,106.06,67.81,62.75,3.78,2.31,73160218,2.2,84.5,121.0,99.2,4.55,0.34,19,熱門強勢,24
2485,兆赫電子股份有限公司,上市,通信網路,2026-05-14,70.7,5.21,68.36,68.01,72.24,65.16,-0.31,-0.61,67074488,1.93,47.42,81.5,58.7,13.25,0.9,19,熱門強勢,25
8110,華東科技股份有限公司,上市,生技,2026-05-14,51.5,4.15,50.2,49.6,60.3,56.32,-0.28,-0.97,22604397,1.64,11.64,65.0,44.85,20.77,2.03,19,熱門強勢,26
3006,晶豪科技股份有限公司,上市,半導體,2026-05-14,238.0,9.93,219.7,191.64,89.98,84.94,16.09,9.84,20062090,0.79,47.75,238.0,150.5,0.0,0.0,18,熱門強勢,27
6278,台灣表面黏著科技股份有限公司,上市,光電,2026-05-14,226.0,9.98,212.5,175.94,88.54,85.22,25.19,21.08,20409004,1.3,46.12,226.0,142.5,0.0,0.0,18,熱門強勢,28
3090,日電貿股份有限公司,上市,電子零組件,2026-05-14,129.5,5.71,120.5,110.16,82.73,75.44,6.27,3.91,28392529,2.73,36.77,129.5,95.9,0.0,0.0,18,熱門強勢,29
3037,欣興電子股份有限公司,上市,電子零組件,2026-05-14,881.0,-1.23,865.4,804.41,55.5,59.91,77.03,82.06,28575023,1.31,251.75,911.0,643.0,3.29,0.13,17,可觀察,30
2454,聯發科技股份有限公司,上市,半導體,2026-05-14,3405.0,-2.58,3622.0,2925.54,70.71,83.36,475.34,414.64,6305692,0.41,214.71,3880.0,1895.0,12.24,0.31,17,可觀察,31
3017,奇鋐科技股份有限公司,上市,AI,2026-05-14,2555.0,-1.16,2532.0,2541.28,31.18,31.89,79.37,125.42,6660594,1.22,170.18,2945.0,2400.0,13.24,2.52,17,可觀察,32
2368,金像電子(股)公司,上市,電子零組件,2026-05-14,1430.0,5.93,1380.0,1326.66,45.65,50.63,92.34,107.24,6678787,1.18,95.51,1480.0,1165.0,3.38,0.19,17,可觀察,33
6515,穎崴科技股份有限公司,上市,半導體,2026-05-14,10540.0,6.73,10017.0,9800.03,40.64,35.32,506.88,644.9,422655,1.27,44.55,10795.0,9580.0,2.36,0.27,17,可觀察,34
3673,"TPK Holding Co., Ltd.",上市,光電,2026-05-14,64.3,-3.45,62.06,60.56,56.68,46.57,2.52,2.92,47587060,2.54,30.6,72.1,58.9,10.82,1.44,17,可觀察,35
3048,益登科技股份有限公司,上市,電子通路,2026-05-14,51.0,9.8,46.35,42.11,92.69,83.86,2.4,1.31,33909805,4.29,17.29,51.0,37.5,0.0,0.0,17,可觀察,36
4958,臻鼎科技控股股份有限公司,上市,電子零組件,2026-05-14,436.5,-1.36,419.8,377.11,65.92,70.24,46.83,46.92,68011502,1.13,296.87,442.5,256.5,1.36,0.03,16,可觀察,37
2313,華通電腦股份有限公司,上市,電子零組件,2026-05-14,245.5,3.59,247.6,248.3,32.59,44.21,1.49,2.95,65736482,0.83,161.38,286.0,214.5,14.16,1.31,16,可觀察,38
2376,技嘉科技股份有限公司,上市,AI,2026-05-14,327.0,4.31,320.6,293.88,80.16,74.23,17.66,14.84,16679572,1.4,54.54,327.0,272.5,0.0,0.0,16,可觀察,39
6446,藥華醫藥股份有限公司,上市,生技醫療,2026-05-14,782.0,0.0,741.0,684.2,84.1,83.3,26.87,11.41,6453615,2.58,50.47,782.0,606.0,0.0,0.0,16,可觀察,40
2451,創見資訊股份有限公司,上市,半導體,2026-05-14,344.5,5.35,335.7,293.28,82.48,80.3,24.06,16.51,10737990,0.89,36.99,351.0,246.5,1.85,0.07,16,可觀察,41
6415,矽力杰股份有限公司,上市,半導體,2026-05-14,503.0,7.59,468.1,417.45,80.4,75.72,43.16,38.84,7216774,0.9,36.3,503.0,302.5,0.0,0.0,16,可觀察,42
2441,超豐電子股份有限公司,上市,半導體,2026-05-14,101.0,3.8,95.54,92.91,78.35,68.01,1.73,0.73,29104363,2.07,29.4,101.0,84.0,0.0,0.0,16,可觀察,43
6831,邁&#33834;科技股份有限公司,上市,電腦及週邊,2026-05-14,722.0,4.94,634.0,544.43,86.89,78.34,65.24,48.12,3902486,1.87,28.18,722.0,432.0,0.0,0.0,16,可觀察,44
8261,富鼎先進電子股份有限公司,上市,半導體,2026-05-14,136.0,3.03,132.0,123.79,69.17,68.49,6.04,5.18,17544537,2.79,23.86,136.0,116.0,0.0,0.0,16,可觀察,45
2363,矽統科技股份有限公司,上市,半導體,2026-05-14,63.0,5.18,61.3,56.68,69.09,65.46,2.79,2.04,36861002,1.67,23.22,63.2,51.3,0.32,0.02,16,可觀察,46
2375,凱美電機股份有限公司,上市,電子零組件,2026-05-14,101.0,5.21,94.74,89.38,80.64,76.11,3.57,2.28,18565569,2.9,18.75,101.0,79.2,0.0,0.0,16,可觀察,47
3026,禾伸堂企業股份有限公司,上市,電子零組件,2026-05-14,357.5,10.0,334.4,269.53,89.34,82.74,42.11,34.19,4401253,0.47,15.73,357.5,212.5,0.0,0.0,16,可觀察,48
2493,揚博科技股份有限公司,上市,電子零組件,2026-05-14,140.0,9.8,131.2,129.47,54.92,52.77,3.41,3.59,4509387,1.22,6.31,152.5,119.0,8.2,0.6,16,可觀察,49
3661,世芯電子股份有限公司,上市,半導體,2026-05-14,4830.0,1.05,5037.0,4358.84,64.4,75.23,442.4,387.12,2981556,1.06,144.01,5375.0,3475.0,10.14,0.4,15,可觀察,50
3443,創意電子股份有限公司,上市,半導體,2026-05-14,5075.0,-4.78,5383.0,4528.28,68.32,81.77,653.6,608.11,2536937,1.26,128.75,5730.0,3255.0,11.43,0.36,15,可觀察,51
2449,京元電子股份有限公司,上市,半導體,2026-05-14,296.0,-2.95,302.5,302.39,25.84,41.23,5.74,6.9,37076384,0.98,109.75,354.0,271.0,16.38,2.32,15,可觀察,52
2409,友達光電股份有限公司,上市,光電,2026-05-14,19.55,-3.22,19.43,18.42,77.76,70.09,0.63,0.47,323120834,1.1,63.17,20.7,16.95,5.56,0.44,15,可觀察,53
3583,辛耘企業股份有限公司,上市,半導體,2026-05-14,929.0,-3.83,900.2,802.71,79.11,72.37,84.88,80.0,5030084,1.61,46.73,966.0,704.0,3.83,0.16,15,可觀察,54
5269,祥碩科技股份有限公司,上市,半導體,2026-05-14,1465.0,2.45,1444.0,1350.35,71.08,69.46,64.21,51.77,3128457,1.25,45.83,1525.0,1255.0,3.93,0.29,15,可觀察,55
3035,智原科技股份有限公司,上市,半導體,2026-05-14,198.5,2.32,194.9,179.97,69.31,62.94,9.86,7.64,18635073,0.98,36.99,208.5,156.5,4.8,0.24,15,可觀察,56
3645,達邁科技股份有限公司,上市,電子零組件,2026-05-14,112.0,3.23,104.62,100.37,68.96,53.12,5.23,5.34,32164203,1.93,36.02,114.5,94.1,2.18,0.14,15,可觀察,57
3715,定穎投資控股股份有限公司,上市,電子零組件,2026-05-14,181.0,2.55,180.0,182.06,27.73,33.23,0.71,1.94,15507729,0.73,28.07,203.5,174.0,11.06,3.21,15,可觀察,58
8996,高力熱處理工業股份有限公司,上市,電機機械,2026-05-14,1065.0,3.9,1043.0,1090.38,18.83,25.13,13.36,39.19,2135478,0.88,22.74,1250.0,1015.0,14.8,3.7,15,可觀察,59
2316,楠梓電子股份有限公司,上市,電子零組件,2026-05-14,134.0,-5.96,129.6,120.18,72.9,66.85,6.5,4.5,15916109,1.93,21.33,142.5,112.0,5.96,0.39,15,可觀察,60
6116,瀚宇彩晶股份有限公司,上市,光電,2026-05-14,10.4,-7.56,10.24,9.27,74.45,68.73,0.46,0.2,190985044,2.86,19.86,11.25,8.14,7.56,0.38,15,可觀察,61
2355,敬鵬工業股份有限公司,上市,電子零組件,2026-05-14,53.9,5.07,52.26,51.86,43.84,39.89,0.82,1.04,34849904,1.97,18.78,55.0,50.4,2.0,0.31,15,可觀察,62
6443,元晶太陽能科技股份有限公司,上市,光電,2026-05-14,39.8,-5.58,40.96,39.41,67.41,71.93,-0.0,-0.69,31440678,2.81,12.51,52.3,35.35,23.9,2.81,15,可觀察,63
6209,今國光學工業股份有限公司,上市,光電,2026-05-14,68.3,9.98,65.64,64.24,37.45,43.13,2.16,2.35,11941678,1.31,8.16,72.2,60.8,5.4,0.52,15,可觀察,64
1582,信錦企業股份有限公司,上市,電子零組件,2026-05-14,97.8,6.3,91.38,93.2,51.04,36.18,-0.77,-0.7,7042001,1.41,6.89,108.0,87.8,9.44,1.02,15,可觀察,65
8046,南亞電路板股份有限公司,上市,電子零組件,2026-05-14,847.0,-3.75,877.8,853.67,19.76,36.41,63.84,83.26,19126039,0.96,162.0,1005.0,721.0,15.72,1.25,14,可觀察,66
2308,台達電子工業股份有限公司,上市,AI,2026-05-14,2155.0,-0.46,2192.0,2071.94,31.74,51.28,142.63,162.38,6872103,0.62,148.09,2280.0,1840.0,5.48,0.4,14,可觀察,67
6285,啟碁科技股份有限公司,上市,通信網路,2026-05-14,262.0,-3.14,264.2,240.64,76.51,74.3,15.63,13.05,35330951,1.09,92.57,282.0,208.5,7.09,0.37,14,可觀察,68
2472,立隆電子工業股份有限公司,上市,電子零組件,2026-05-14,231.5,-0.86,226.9,194.89,83.41,83.04,20.71,17.09,18438324,2.53,42.68,233.5,169.0,0.86,0.03,14,可觀察,69
2356,英業達股份有限公司,上市,電腦及週邊,2026-05-14,53.2,0.76,50.89,48.23,80.51,71.66,1.92,1.43,79798602,2.1,42.45,53.2,45.0,0.0,0.0,14,可觀察,70
2357,華碩電腦股份有限公司,上市,電腦及週邊,2026-05-14,679.0,2.41,670.2,624.11,75.91,69.04,25.89,18.49,5446513,1.04,36.98,686.0,581.0,1.02,0.07,14,可觀察,71
6442,光紅建聖股份有限公司,上市,通信網路,2026-05-14,1855.0,2.77,1896.0,1992.38,28.33,36.17,-38.26,-8.53,1939196,0.78,35.97,2370.0,1775.0,21.73,6.44,14,可觀察,72
3045,台灣大哥大股份有限公司,上市,通信網路,2026-05-14,115.0,2.68,111.4,111.17,55.89,32.96,0.49,0.38,20297382,1.66,23.34,115.0,110.0,0.0,0.0,14,可觀察,73
3135,凌航科技股份有限公司,上市,半導體,2026-05-14,220.5,4.5,203.3,165.99,92.46,90.96,23.19,15.72,10442920,1.18,23.03,220.5,113.0,0.0,0.0,14,可觀察,74
1560,中國砂輪企業股份有限公司,上市,電機機械,2026-05-14,650.0,2.69,630.4,572.84,77.51,76.6,38.16,29.04,3460996,1.1,22.5,668.0,521.0,2.69,0.14,14,可觀察,75
6166,凌華科技股份有限公司,上市,電腦及週邊,2026-05-14,111.5,0.0,100.9,85.65,91.7,86.98,9.79,6.58,12548036,3.58,13.99,111.5,70.5,0.0,0.0,14,可觀察,76
3019,亞洲光學股份有限公司,上市,光電,2026-05-14,147.0,4.63,144.4,139.72,62.15,63.68,3.66,3.18,9443812,1.21,13.88,152.5,127.0,3.61,0.28,14,可觀察,77
2428,興勤電子工業股份有限公司,上市,電子零組件,2026-05-14,212.0,4.43,200.0,186.81,86.38,82.45,8.69,6.03,3184068,2.23,6.75,212.0,173.0,0.0,0.0,14,可觀察,78
2302,麗正國際科技股份有限公司,上市,半導體,2026-05-14,25.25,-2.88,23.19,20.75,86.81,84.04,1.45,0.74,17127143,4.9,4.32,26.0,17.95,2.88,0.1,14,可觀察,79
8105,凌巨科技股份有限公司,上市,光電,2026-05-14,16.0,-1.23,14.79,14.1,78.52,66.27,0.44,0.19,24977020,4.97,4.0,16.2,13.15,1.23,0.07,14,可觀察,80
9958,世紀鋼鐵結構股份有限公司,上市,鋼鐵工業,2026-05-14,110.0,5.26,105.1,105.61,65.23,50.6,-1.95,-3.21,3586575,2.27,3.95,133.5,101.0,17.6,2.61,14,可觀察,81
4571,鈞興機電國際股份有限公司,上市,電機機械,2026-05-14,204.5,7.07,195.4,183.35,76.01,75.95,9.66,7.74,1928586,1.91,3.94,204.5,159.5,0.0,0.0,14,可觀察,82
6531,愛普科技股份有限公司,上市,半導體,2026-05-14,1050.0,0.96,996.4,860.12,78.0,79.83,119.0,105.71,10261498,1.47,107.75,1055.0,586.0,0.47,0.01,13,可觀察,83
6669,緯穎科技服務股份有限公司,上市,AI,2026-05-14,5435.0,-2.6,5469.0,4842.47,79.1,83.8,425.1,350.48,1597124,0.59,86.8,5790.0,3700.0,6.13,0.2,13,可觀察,84
2301,光寶科技股份有限公司,上市,電腦及週邊,2026-05-14,207.0,-2.13,216.2,188.73,67.38,73.98,14.41,10.19,41278427,0.95,85.45,234.5,161.0,11.73,0.6,13,可觀察,85
3711,日月光投資控股股份有限公司,上市,半導體,2026-05-14,548.0,0.0,540.8,499.49,68.43,70.61,39.18,38.4,13869448,0.57,76.0,555.0,442.0,1.26,0.07,13,可觀察,86
3533,嘉澤端子工業股份有限公司,上市,電子零組件,2026-05-14,2450.0,-5.59,2678.0,2576.78,42.7,56.46,117.35,153.73,2928584,1.59,71.75,2850.0,2450.0,14.04,0.0,13,可觀察,87
2382,廣達電腦股份有限公司,上市,AI,2026-05-14,334.5,-1.76,339.8,328.58,63.23,63.15,9.18,9.27,21209485,1.12,70.95,346.5,312.5,3.46,0.55,13,可觀察,88
3231,緯創資通股份有限公司,上市,AI,2026-05-14,138.0,-1.78,141.1,139.9,38.09,50.51,1.91,2.57,41736771,0.87,57.6,146.5,134.0,5.8,2.12,13,可觀察,89
3044,健鼎科技股份有限公司,上市,電子零組件,2026-05-14,512.0,-3.21,498.5,466.59,71.08,67.23,30.19,27.98,9354516,1.45,47.9,529.0,410.5,3.21,0.17,13,可觀察,90
6239,力成科技股份有限公司,上市,半導體,2026-05-14,229.0,-1.29,227.0,220.59,54.14,54.21,5.03,3.66,20144008,1.04,46.13,258.0,203.0,11.24,1.12,13,可觀察,91
8021,尖點科技股份有限公司,上市,其他電子,2026-05-14,490.5,9.98,447.6,412.77,73.7,62.72,37.28,36.65,5968678,1.41,29.28,490.5,355.0,0.0,0.0,13,可觀察,92
4938,和碩聯合科技股份有限公司,上市,散熱,2026-05-14,77.0,-5.87,81.54,81.54,29.02,38.9,0.53,1.25,35960330,2.57,27.69,84.7,77.0,9.09,0.0,13,可觀察,93
2379,瑞昱半導體股份有限公司,上市,半導體,2026-05-14,574.0,3.99,571.4,547.61,47.73,47.72,14.58,14.34,3152727,0.7,18.1,592.0,528.0,3.04,0.39,13,可觀察,94
3033,威健實業股份有限公司,上市,電子通路,2026-05-14,46.4,8.03,44.33,39.65,87.32,85.26,3.01,2.25,27413007,1.96,12.72,46.4,34.2,0.0,0.0,13,可觀察,95
3413,京鼎精密科技股份有限公司,上市,半導體,2026-05-14,321.0,3.22,312.9,314.14,58.48,49.02,1.12,1.85,3928705,1.72,12.61,330.0,307.5,2.73,0.67,13,可觀察,96
3149,正達國際光電股份有限公司,上市,光電,2026-05-14,53.9,-3.23,51.95,48.69,76.17,74.39,2.17,1.27,18813087,1.53,10.14,55.7,42.05,3.23,0.15,13,可觀察,97
6269,台郡科技股份有限公司,上市,電子零組件,2026-05-14,59.0,5.36,58.76,62.64,15.55,21.57,-0.88,0.39,5101527,0.99,3.01,70.0,56.0,15.71,3.67,13,可觀察,98
6742,澤米科技股份有限公司,上市,光電,2026-05-14,42.45,9.97,39.87,40.4,59.86,42.68,-0.47,-0.59,1071354,3.18,0.45,45.4,38.6,6.5,0.77,13,可觀察,99
2383,台光電子材料股份有限公司,上市,電子零組件,2026-05-14,4920.0,-0.2,4870.0,4463.45,69.87,75.33,439.37,460.18,2200276,0.73,108.25,4960.0,3800.0,0.81,0.04,12,可觀察,100
2404,漢唐集成股份有限公司,上市,其他電子,2026-05-14,1050.0,2.44,1021.6,988.13,63.14,57.85,20.95,14.96,5452257,1.14,57.25,1130.0,935.0,7.08,0.7,12,可觀察,101
6213,聯茂電子股份有限公司,上市,電子零組件,2026-05-14,268.0,-2.01,283.0,266.2,38.35,55.23,21.19,26.35,14549908,0.71,38.99,300.5,252.0,10.82,2.03,12,可觀察,102
2049,上銀科技股份有限公司,上市,電機機械,2026-05-14,374.5,2.74,355.4,319.16,85.95,80.56,26.78,21.9,9587740,1.02,35.91,374.5,279.0,0.0,0.0,12,可觀察,103
8210,勤誠興業股份有限公司,上市,電腦及週邊,2026-05-14,1460.0,-3.95,1500.0,1266.34,81.14,80.91,142.0,112.03,2217874,0.61,32.38,1555.0,1020.0,6.11,0.22,12,可觀察,104
4977,眾達科技股份有限公司,上市,通信網路,2026-05-14,235.5,-3.29,244.7,226.92,58.74,64.12,12.61,11.86,12528841,1.01,29.51,270.5,205.0,12.94,1.15,12,可觀察,105
3450,聯鈞光電股份有限公司,上市,半導體,2026-05-14,422.0,-4.31,434.3,369.84,80.85,78.41,34.9,25.35,5708716,0.26,24.09,470.5,301.5,10.31,0.4,12,可觀察,106
2412,中華電信股份有限公司,上市,通信網路,2026-05-14,137.5,0.0,136.5,136.15,61.8,46.38,0.34,0.28,17400421,1.58,23.93,138.0,135.5,0.36,0.25,12,可觀察,107
2027,大成不銹鋼工業股份有限公司,上市,鋼鐵工業,2026-05-14,39.8,4.46,39.43,38.36,66.65,70.13,0.55,0.37,57225469,2.31,22.78,39.95,36.25,0.38,0.04,12,可觀察,108
3714,富采控股股份有限公司,上市,光電,2026-05-14,68.2,-2.57,70.18,69.05,31.74,40.37,3.48,4.9,31363603,0.74,21.39,78.4,64.9,13.01,3.09,12,可觀察,109
3563,牧德科技股份有限公司,上市,光電,2026-05-14,818.0,-0.61,813.0,844.02,21.29,17.8,-0.01,15.57,2316740,1.13,18.95,957.0,802.0,14.52,8.69,12,可觀察,110
2324,仁寶電腦工業股份有限公司,上市,電腦及週邊,2026-05-14,30.25,-3.35,30.38,30.01,56.5,48.15,0.07,-0.05,52517601,0.9,15.89,33.0,29.0,8.33,2.2,12,可觀察,111
4906,正文科技股份有限公司,上市,通信網路,2026-05-14,39.15,3.03,39.39,37.42,58.78,55.96,0.93,0.77,31207414,1.09,12.22,40.6,34.25,3.57,0.3,12,可觀察,112
2458,義隆電子股份有限公司,上市,半導體,2026-05-14,149.5,4.91,147.8,141.11,62.19,60.82,3.9,3.19,4385682,1.05,6.56,151.5,134.0,1.32,0.13,12,可觀察,113
6719,力智電子股份有限公司,上市,半導體,2026-05-14,208.5,2.96,196.6,184.46,87.98,82.16,7.99,4.94,2265818,2.44,4.72,208.5,166.0,0.0,0.0,12,可觀察,114
3576,聯合再生能源股份有限公司,上市,光電,2026-05-14,17.7,-3.01,17.54,17.16,75.46,68.5,-0.38,-0.79,24712978,0.85,4.37,26.7,14.75,33.71,3.05,12,可觀察,115
4912,聯德控股股份有限公司,上市,電子零組件,2026-05-14,104.5,0.0,98.68,91.13,83.04,71.47,2.84,0.41,3534751,3.99,3.69,104.5,80.1,0.0,0.0,12,可觀察,116
7769,鴻勁精密股份有限公司,上市,半導體,2026-05-14,7560.0,1.61,6810.0,5703.85,90.99,91.81,736.21,503.4,662532,0.45,50.09,7560.0,4295.0,0.0,0.0,11,普通,117
6139,亞翔工程股份有限公司,上市,其他電子,2026-05-14,720.0,4.96,695.8,682.41,52.68,47.98,21.83,25.76,6269704,1.37,45.14,751.0,666.0,4.13,0.57,11,普通,118
8150,南茂科技股份有限公司,上市,半導體,2026-05-14,83.9,-1.87,88.02,79.26,55.69,64.26,6.52,6.01,31111503,0.65,26.1,98.1,67.0,14.48,0.84,11,普通,119
2395,研華股份有限公司,上市,電腦及週邊,2026-05-14,465.0,0.11,475.8,413.33,82.02,84.45,34.54,25.65,4785099,1.03,22.25,494.5,354.0,5.97,0.27,11,普通,120
3042,台灣晶技股份有限公司,上市,電子零組件,2026-05-14,149.5,2.05,151.0,147.25,33.32,43.95,8.76,11.86,12652148,1.49,18.91,167.0,140.0,10.48,1.84,11,普通,121
2467,志聖工業股份有限公司,上市,電子零組件,2026-05-14,610.0,-2.56,602.4,562.11,69.18,63.57,39.6,39.46,2316408,0.93,14.13,649.0,495.5,6.01,0.34,11,普通,122
5388,中磊電子股份有限公司,上市,通信網路,2026-05-14,77.7,-2.14,83.54,80.97,42.38,51.16,0.38,0.31,9905800,1.6,7.7,88.2,76.5,11.9,8.75,11,普通,123
2393,億光電子工業股份有限公司,上市,光電,2026-05-14,65.7,-9.88,71.76,71.2,45.76,61.19,0.63,1.24,11531006,3.47,7.58,73.8,65.7,10.98,0.0,11,普通,124
4916,事欣科技股份有限公司,上市,電腦及週邊,2026-05-14,66.9,2.61,65.9,64.16,59.85,52.79,1.27,1.07,6127508,0.7,4.1,69.5,61.6,3.74,0.49,11,普通,125
2317,鴻海精密工業股份有限公司,上市,其他電子,2026-05-14,244.5,-2.59,249.5,234.01,75.09,79.89,10.98,9.3,71191228,0.77,174.06,253.5,206.0,3.55,0.23,10,普通,126
3665,貿聯控股(BizLink Holding Inc.),上市,其他電子,2026-05-14,2250.0,-10.0,2636.0,2572.68,25.57,44.69,127.78,201.51,5038688,1.66,113.37,2940.0,2250.0,23.47,0.0,10,普通,127
1519,華城電機股份有限公司,上市,重電,2026-05-14,870.0,-2.79,899.2,888.22,36.69,45.03,5.12,4.94,4457320,1.25,38.78,1070.0,870.0,18.69,0.0,10,普通,128
4919,新唐科技股份有限公司,上市,半導體,2026-05-14,160.0,-3.61,171.7,152.24,53.95,70.03,16.97,17.63,23745084,1.07,37.99,184.0,117.5,13.04,0.56,10,普通,129
6789,采鈺科技股份有限公司,上市,半導體,2026-05-14,573.0,-1.72,590.6,539.44,44.23,57.46,52.4,57.43,6544210,0.6,37.5,611.0,414.0,6.22,0.24,10,普通,130
3034,聯詠科技股份有限公司,上市,半導體,2026-05-14,493.0,1.34,492.2,445.4,85.42,79.89,24.62,17.7,7436947,1.15,36.66,498.0,406.0,1.0,0.06,10,普通,131
4967,十銓科技股份有限公司,上市,半導體,2026-05-14,285.0,-0.18,287.7,272.94,31.98,44.84,15.99,16.96,11853719,0.57,33.78,303.0,213.0,5.94,0.25,10,普通,132
1605,華新麗華股份有限公司,上市,電器電纜,2026-05-14,35.6,1.14,34.81,33.1,79.43,73.72,0.83,0.33,67930775,1.53,24.18,36.8,30.0,3.26,0.21,10,普通,133
8112,至上電子股份有限公司,上市,電子通路,2026-05-14,84.5,2.8,84.92,84.44,36.0,41.58,0.63,1.04,27406944,1.23,23.16,94.6,81.7,10.68,3.61,10,普通,134
3305,昇貿科技股份有限公司,上市,其他電子,2026-05-14,126.0,-3.45,123.4,116.38,75.98,70.83,3.85,2.0,14829442,2.13,18.69,130.5,104.5,3.45,0.21,10,普通,135
1504,東元電機股份有限公司,上市,重電,2026-05-14,72.4,-1.09,72.7,68.02,79.79,79.21,2.17,0.98,20735638,1.17,15.01,82.9,61.0,12.67,0.92,10,普通,136
6282,康舒科技股份有限公司,上市,電子零組件,2026-05-14,50.4,-2.51,52.78,50.26,57.39,65.01,1.17,0.86,26970371,0.75,13.59,56.0,46.65,10.0,1.49,10,普通,137
