股票,名稱,市場,族群,日期,收盤價,漲幅%,MA5,EMA20,KD-K,KD-D,MACD,SIGNAL,成交量,量比,成交值(億),60日高點,20日支撐,距離前高%,RR,AI分數,交易品質,熱門排行
1528,恩德科技股份有限公司,上市,電機機械,2026-05-14,25.25,-3.63,26.12,26.88,19.6,33.44,0.01,0.4,6840203,0.44,1.73,30.35,24.9,16.8,14.57,-2,偏弱,413
5471,松翰科技股份有限公司,上市,半導體,2026-05-14,51.3,1.99,49.84,45.52,76.14,69.15,2.42,1.57,2982500,1.02,1.53,52.4,40.6,2.1,0.1,-2,偏弱,414
3016,嘉晶電子股份有限公司,上市,半導體,2026-05-14,123.0,1.65,122.2,98.04,83.48,88.16,16.57,13.33,1152600,0.18,1.42,128.5,62.6,4.28,0.09,-2,偏弱,415
3138,耀登科技股份有限公司,上市,通信網路,2026-05-14,153.0,-1.29,156.3,161.92,37.57,39.16,-5.6,-5.23,920756,0.32,1.41,217.5,152.0,29.66,64.5,-2,偏弱,416
3059,華晶科技股份有限公司,上市,光電,2026-05-14,39.9,2.57,39.52,39.16,33.2,43.3,0.57,0.62,3402481,0.75,1.36,41.05,36.65,2.8,0.35,-2,偏弱,417
6862,三集瑞科技國際集團股份有限公司,上市,電子零組件,2026-05-14,162.0,0.62,169.3,174.13,22.95,30.06,-4.33,-3.05,834118,0.95,1.35,228.0,161.0,28.95,66.0,-2,偏弱,418
6491,晶碩光學股份有限公司,上市,生技醫療,2026-05-14,289.5,1.58,286.1,284.78,77.36,59.87,0.17,-0.41,411228,1.07,1.19,296.0,278.5,2.2,0.59,-2,偏弱,419
6202,盛群半導體股份有限公司,上市,半導體,2026-05-14,55.2,0.55,56.6,55.43,35.92,45.56,1.07,1.2,2131232,0.36,1.18,62.8,52.7,12.1,3.04,-2,偏弱,420
3515,華擎科技股份有限公司,上市,電腦及週邊,2026-05-14,227.5,-0.44,233.1,231.58,28.85,43.94,3.39,4.84,516070,0.46,1.17,246.5,223.5,7.71,4.75,-2,偏弱,421
3338,泰碩電子股份有限公司,上市,電子零組件,2026-05-14,68.7,-1.86,71.1,71.28,8.25,15.85,1.74,2.99,1502196,0.29,1.03,85.4,64.5,19.56,3.98,-2,偏弱,422
4566,時碩工業股份有限公司,上市,電機機械,2026-05-14,63.2,0.96,65.42,66.32,20.45,30.19,0.42,1.35,1536201,0.78,0.97,74.0,62.6,14.59,18.0,-2,偏弱,423
8213,志超科技股份有限公司,上市,電子零組件,2026-05-14,38.55,-0.39,39.65,37.76,46.21,51.25,1.08,0.95,2113002,1.12,0.81,41.8,36.05,7.78,1.3,-2,偏弱,424
1810,和成欣業股份有限公司,上市,玻璃陶瓷,2026-05-14,18.75,0.0,18.45,18.16,46.53,42.81,0.2,0.12,4114669,2.15,0.77,19.5,17.25,3.85,0.5,-2,偏弱,425
6782,視陽光學股份有限公司,上市,生技醫療,2026-05-14,190.0,1.06,191.7,206.91,9.27,16.13,-4.05,0.83,356003,0.6,0.68,235.0,188.0,19.15,22.5,-2,偏弱,426
2331,精英電腦股份有限公司,上市,電腦及週邊,2026-05-14,19.9,-1.0,20.36,20.86,20.12,30.74,-0.51,-0.52,3252209,1.5,0.65,28.15,19.9,29.31,0.0,-2,偏弱,427
6756,威鋒電子股份有限公司,上市,半導體,2026-05-14,102.0,0.49,99.38,90.22,77.26,71.7,6.26,4.7,575245,0.81,0.59,105.0,76.1,2.86,0.12,-2,偏弱,428
3049,精金科技股份有限公司,上市,光電,2026-05-14,12.65,-1.17,12.95,12.84,35.64,46.44,0.1,0.12,4547600,0.41,0.58,18.0,12.0,29.72,8.23,-2,偏弱,429
6153,嘉聯益科技股份有限公司,上市,電子零組件,2026-05-14,17.8,0.56,18.07,18.09,20.62,27.94,0.19,0.33,3147233,0.39,0.56,20.65,17.45,13.8,8.14,-2,偏弱,430
6108,競國實業股份有限公司,上市,電子零組件,2026-05-14,18.95,-3.07,20.13,19.54,27.06,44.68,0.85,1.04,2675504,0.7,0.51,24.2,17.6,21.69,3.89,-2,偏弱,431
3022,威強電工業電腦股份有限公司,上市,電腦及週邊,2026-05-14,68.2,0.89,69.64,69.56,28.34,42.96,1.12,1.75,675073,0.56,0.46,75.3,67.6,9.43,11.83,-2,偏弱,432
3437,榮創能源科技股份有限公司,上市,光電,2026-05-14,24.35,-2.01,25.41,25.28,25.03,41.05,0.78,1.19,1900254,0.24,0.46,29.9,23.0,18.56,4.11,-2,偏弱,433
2413,環隆科技股份有限公司,上市,電子零組件,2026-05-14,43.85,-0.23,44.86,46.13,19.85,30.05,-1.49,-1.45,1008554,0.48,0.44,58.8,43.55,25.43,49.83,-2,偏弱,434
2362,藍天電腦股份有限公司,上市,電腦及週邊,2026-05-14,39.1,0.77,39.57,39.06,55.88,65.63,0.27,0.25,936112,1.33,0.37,40.35,38.2,3.1,1.39,-2,偏弱,435
1718,中國人造纖維股份有限公司,上市,化學工業,2026-05-14,6.68,2.61,6.54,6.68,58.53,41.15,-0.16,-0.19,5546934,1.17,0.37,7.71,6.34,13.36,3.03,-2,偏弱,436
5288,開曼商豐祥控股股份有限公司,上市,電機機械,2026-05-14,152.5,-3.48,154.8,158.85,19.4,22.61,0.52,2.83,233020,0.73,0.36,176.0,152.0,13.35,47.0,-2,偏弱,437
6957,裕慶金屬股份有限公司,上市,其他,2026-05-14,159.0,0.0,159.1,160.18,37.85,40.88,-0.8,-0.87,206816,2.38,0.33,190.0,157.5,16.32,20.67,-2,偏弱,438
3025,星通資訊股份有限公司,上市,通信網路,2026-05-14,60.8,-1.62,62.32,62.19,35.48,47.77,0.1,0.23,539032,0.76,0.33,67.7,59.2,10.19,4.31,-2,偏弱,439
2332,友訊科技股份有限公司,上市,通信網路,2026-05-14,13.75,0.73,13.84,14.23,25.93,28.75,-0.35,-0.33,2310571,0.6,0.32,16.05,13.65,14.33,23.0,-2,偏弱,440
1532,勤美股份有限公司,上市,電機機械,2026-05-14,20.2,-1.22,20.46,20.93,21.1,22.22,-0.47,-0.48,1510000,1.72,0.31,24.35,20.2,17.04,0.0,-2,偏弱,441
8442,威宏控股股份有限公司,上市,其他,2026-05-14,45.1,-9.8,49.24,50.27,39.18,50.99,-1.43,-1.42,661584,7.51,0.3,70.0,45.1,35.57,0.0,-2,偏弱,442
3591,艾笛森光電股份有限公司,上市,光電,2026-05-14,23.7,-0.0,23.77,23.57,47.93,50.6,0.49,0.65,1265951,0.29,0.3,27.2,22.3,12.87,2.5,-2,偏弱,443
2305,全友電腦股份有限公司,上市,電腦及週邊,2026-05-14,16.35,-2.68,17.2,16.77,38.7,48.17,0.19,0.25,1586520,0.45,0.26,19.8,15.7,17.42,5.31,-2,偏弱,444
2387,精元電腦股份有限公司,上市,電腦及週邊,2026-05-14,38.55,1.05,39.19,40.27,19.19,26.37,-0.57,-0.3,639148,0.85,0.25,46.25,38.15,16.65,19.25,-2,偏弱,445
3588,通嘉科技股份有限公司,上市,半導體,2026-05-14,60.9,0.66,61.3,60.02,35.95,35.83,1.99,2.48,406389,0.22,0.25,67.8,54.0,10.18,1.0,-2,偏弱,446
6923,中台資源科技股份有限公司,上市,綠能環保,2026-05-14,79.7,-2.45,81.44,82.38,15.48,22.4,-0.13,0.28,255465,0.85,0.2,95.0,76.1,16.11,4.25,-2,偏弱,447
8249,菱光科技股份有限公司,上市,電子零組件,2026-05-14,47.9,-0.62,49.19,49.46,27.07,45.65,-0.37,-0.34,402965,0.67,0.19,62.2,47.7,22.99,71.5,-2,偏弱,448
6477,安集科技股份有限公司,上市,光電,2026-05-14,33.25,-1.34,34.23,34.39,25.39,39.31,-0.14,-0.11,569010,0.66,0.19,40.7,32.85,18.3,18.63,-2,偏弱,449
6133,金橋科技股份有限公司,上市,電子零組件,2026-05-14,21.55,-0.46,21.83,22.27,22.22,32.12,-0.35,-0.33,857003,0.78,0.18,27.35,21.25,21.21,19.33,-2,偏弱,450
6272,驊陞科技股份有限公司,上市,電子零組件,2026-05-14,30.8,-1.28,30.93,31.77,23.98,24.98,-0.66,-0.64,526585,1.45,0.16,41.6,30.3,25.96,21.6,-2,偏弱,451
3047,訊舟科技股份有限公司,上市,通信網路,2026-05-14,14.35,1.06,14.43,14.9,23.44,26.91,-0.43,-0.42,1034279,0.81,0.15,18.1,14.2,20.72,25.0,-2,偏弱,452
4142,國光生物科技股份有限公司,上市,生技醫療,2026-05-14,17.7,-0.56,17.7,17.91,26.42,29.13,-0.15,-0.13,856010,0.72,0.15,18.9,17.5,6.35,6.0,-2,偏弱,453
1789,台灣神隆股份有限公司,上市,生技醫療,2026-05-14,19.15,-0.52,19.29,20.16,14.67,16.6,-0.56,-0.43,651729,0.69,0.12,23.5,19.0,18.51,29.0,-2,偏弱,454
2444,兆勁科技股份有限公司,上市,通信網路,2026-05-14,13.2,-4.35,13.21,13.33,36.46,37.0,0.06,0.1,840079,0.9,0.11,15.0,12.65,12.0,3.27,-2,偏弱,455
4590,富田電機股份有限公司,上市,電機機械,2026-05-14,73.6,-1.47,75.82,75.91,28.24,42.56,-0.01,0.18,147031,0.61,0.11,81.1,72.0,9.25,4.69,-2,偏弱,456
8222,寶一科技股份有限公司,上市,電機機械,2026-05-14,35.15,-0.14,35.92,36.25,22.71,36.02,-0.25,-0.14,286002,0.63,0.1,40.7,35.1,13.64,111.0,-2,偏弱,457
1464,得力實業股份有限公司,上市,紡織纖維,2026-05-14,10.15,0.0,10.14,10.16,52.5,44.18,-0.09,-0.12,794060,1.51,0.08,11.3,9.91,10.18,4.79,-2,偏弱,458
3669,圓展科技股份有限公司,上市,通信網路,2026-05-14,38.3,-0.13,39.09,38.9,20.39,34.2,0.68,1.0,187024,0.51,0.07,43.1,36.85,11.14,3.31,-2,偏弱,459
3686,達能科技股份有限公司,上市,半導體,2026-05-14,17.25,-0.29,17.25,17.56,20.45,25.3,-0.23,-0.23,354274,1.35,0.06,23.3,17.05,25.97,30.25,-2,偏弱,460
3321,同泰電子科技股份有限公司,上市,電子零組件,2026-05-14,15.9,-2.45,16.37,16.34,29.51,39.17,-0.0,0.0,375458,0.86,0.06,19.1,15.85,16.75,64.0,-2,偏弱,461
6928,攸泰科技股份有限公司,上市,電腦及週邊,2026-05-14,46.3,0.43,47.69,48.1,14.75,27.08,-0.05,0.19,137376,0.76,0.06,53.4,46.1,13.3,35.5,-2,偏弱,462
6582,申豐特用應材股份有限公司,上市,橡膠工業,2026-05-14,30.75,-0.16,31.14,31.35,33.13,31.35,-0.39,-0.39,158351,2.25,0.05,35.5,30.4,13.38,13.57,-2,偏弱,463
1540,喬福機械工業股份有限公司,上市,電機機械,2026-05-14,20.5,0.0,20.7,21.11,15.41,29.45,-0.37,-0.36,250025,0.8,0.05,24.7,20.3,17.0,21.0,-2,偏弱,464
3311,閎暉實業股份有限公司,上市,通信網路,2026-05-14,31.45,-1.56,32.34,31.86,48.3,49.23,-0.07,-0.17,160312,0.64,0.05,34.05,30.5,7.64,2.74,-2,偏弱,465
6164,華興電子工業股份有限公司,上市,光電,2026-05-14,11.85,-0.84,12.17,12.3,22.9,37.69,-0.06,-0.01,386160,0.45,0.05,13.4,11.65,11.57,7.75,-2,偏弱,466
7730,暉盛科技股份有限公司,上市,半導體,2026-05-14,171.0,0.0,173.2,170.58,49.76,50.17,2.08,2.83,27000,0.37,0.05,197.0,162.0,13.2,2.89,-2,偏弱,467
1416,廣豐實業股份有限公司,上市,其他,2026-05-14,11.25,0.0,11.26,11.38,22.58,18.7,-0.08,-0.07,365660,2.01,0.04,11.8,11.2,4.66,11.0,-2,偏弱,468
2415,錩新科技股份有限公司,上市,電子零組件,2026-05-14,26.65,0.0,27.18,27.52,22.78,35.55,-0.43,-0.39,150010,0.8,0.04,30.65,26.6,13.05,80.0,-2,偏弱,469
3296,勝德國際研發股份有限公司,上市,電子零組件,2026-05-14,21.3,-0.93,22.11,21.22,49.32,51.54,0.07,-0.15,72001,0.51,0.02,24.2,19.5,11.98,1.61,-2,偏弱,470
1583,程泰機械股份有限公司,上市,電機機械,2026-05-14,46.7,-1.16,47.83,47.24,40.41,52.12,0.5,0.6,31000,1.08,0.01,49.7,46.6,6.04,30.0,-2,偏弱,471
9912,偉聯科技股份有限公司,上市,電腦及週邊,2026-05-14,12.4,0.4,12.39,12.51,40.3,44.11,-0.02,0.01,54443,0.5,0.01,12.9,12.2,3.88,2.5,-2,偏弱,472
3168,眾福科技股份有限公司,上市,光電,2026-05-14,43.7,-1.8,44.76,44.37,42.49,52.08,0.41,0.59,20000,0.33,0.01,48.5,43.55,9.9,32.0,-2,偏弱,473
6666,羅麗芬控股股份有限公司,上市,生技醫療,2026-05-14,40.45,0.25,40.9,41.02,33.9,38.46,-0.22,-0.19,10000,0.44,0.0,44.85,40.1,9.81,12.57,-2,偏弱,474
1213,大西洋飲料股份有限公司,上市,食品工業,2026-05-14,8.95,2.87,8.82,9.0,64.13,59.45,-0.18,-0.19,8550,0.31,0.0,10.15,8.7,11.82,4.8,-2,偏弱,475
8081,致新科技股份有限公司,上市,半導體,2026-05-14,261.0,1.75,259.0,253.28,49.57,54.23,5.98,5.9,1034250,0.9,2.7,266.0,237.5,1.88,0.21,-3,偏弱,476
4763,濟南大自然新材料股份有限公司,上市,化學工業,2026-05-14,42.25,2.18,41.87,42.79,23.9,21.02,-0.68,-0.61,6280629,0.71,2.65,53.2,41.35,20.58,12.17,-3,偏弱,477
6533,晶心科技股份有限公司,上市,半導體,2026-05-14,233.5,-0.21,240.9,232.05,37.26,43.99,9.27,10.71,1084386,0.64,2.53,253.5,218.5,7.89,1.33,-3,偏弱,478
1215,台灣卜蜂企業股份有限公司,上市,食品工業,2026-05-14,138.5,2.21,135.2,138.8,43.63,35.43,-2.17,-2.13,1637116,1.15,2.27,163.5,133.0,15.29,4.55,-3,偏弱,479
1597,直得科技股份有限公司,上市,電機機械,2026-05-14,180.0,-4.76,182.2,151.78,85.42,87.9,23.32,20.08,1165467,0.24,2.1,189.0,107.5,4.76,0.12,-3,偏弱,480
3532,台塑勝高科技股份有限公司,上市,半導體,2026-05-14,246.0,-0.2,256.5,218.45,77.46,82.06,26.36,23.07,691624,0.16,1.7,268.0,171.5,8.21,0.3,-3,偏弱,481
2352,佳世達科技股份有限公司,上市,電腦及週邊,2026-05-14,25.6,-2.48,25.67,25.1,76.14,70.03,0.36,0.25,6289093,1.1,1.61,26.3,23.9,2.66,0.41,-3,偏弱,482
8438,昶昕實業股份有限公司,上市,綠能環保,2026-05-14,101.0,-1.94,99.2,91.57,66.76,68.81,6.1,5.45,1560469,1.43,1.58,103.5,84.0,2.42,0.15,-3,偏弱,483
4526,東台精機股份有限公司,上市,電機機械,2026-05-14,35.55,-0.7,35.61,35.44,32.39,42.48,0.56,0.6,4201642,0.48,1.49,40.3,32.0,11.79,1.34,-3,偏弱,484
6192,巨路國際股份有限公司,上市,其他電子,2026-05-14,133.5,3.89,129.2,123.44,82.43,74.55,2.63,1.1,954361,2.13,1.27,133.5,115.5,0.0,0.0,-3,偏弱,485
2465,麗臺科技股份有限公司,上市,電腦及週邊,2026-05-14,82.6,-0.6,83.7,76.4,57.1,66.83,6.61,6.29,1542200,0.44,1.27,89.5,58.8,7.71,0.29,-3,偏弱,486
2417,圓剛科技股份有限公司,上市,電腦及週邊,2026-05-14,49.1,0.2,49.98,46.77,37.64,55.51,3.19,3.18,2115450,0.5,1.04,56.9,38.65,13.71,0.75,-3,偏弱,487
4968,立積電子股份有限公司,上市,半導體,2026-05-14,115.5,0.0,118.4,117.03,31.54,38.17,1.56,2.15,866715,0.35,1.0,130.0,110.5,11.15,2.9,-3,偏弱,488
6695,芯鼎科技股份有限公司,上市,半導體,2026-05-14,50.3,-1.18,52.02,47.39,59.94,68.93,2.89,2.45,1493299,0.47,0.75,54.0,40.4,6.85,0.37,-3,偏弱,489
1563,巧新科技工業股份有限公司,上市,汽車工業,2026-05-14,45.4,2.71,44.26,42.87,82.09,73.66,0.6,0.22,1577677,1.83,0.72,46.7,40.65,2.78,0.27,-3,偏弱,490
4746,台耀化學股份有限公司,上市,生技醫療,2026-05-14,53.1,0.38,54.06,54.08,31.69,45.11,0.01,0.08,1313050,1.21,0.7,57.9,51.2,8.29,2.53,-3,偏弱,491
4536,拓凱實業股份有限公司,上市,運動休閒,2026-05-14,151.5,-0.66,151.7,152.04,58.24,48.86,-0.67,-0.84,429100,1.63,0.65,169.5,149.5,10.62,9.0,-3,偏弱,492
3416,融程電訊股份有限公司,上市,電腦及週邊,2026-05-14,168.5,0.9,170.6,162.43,61.07,66.61,4.71,3.94,361021,0.63,0.61,175.5,152.5,3.99,0.44,-3,偏弱,493
6235,華孚科技股份有限公司,上市,電腦及週邊,2026-05-14,40.35,-2.18,42.18,43.68,20.87,25.45,-1.52,-1.42,1341096,1.67,0.54,59.1,40.35,31.73,0.0,-3,偏弱,494
6405,悅城科技股份有限公司,上市,光電,2026-05-14,58.0,-3.49,59.74,50.77,54.32,71.29,6.76,5.99,935000,0.4,0.54,64.4,35.9,9.94,0.29,-3,偏弱,495
8215,明基材料股份有限公司,上市,光電,2026-05-14,26.75,-0.74,27.24,26.86,33.97,45.22,0.8,0.97,1836304,0.37,0.49,31.2,24.8,14.26,2.28,-3,偏弱,496
1256,鮮活控股股份有限公司,上市,食品工業,2026-05-14,185.0,-3.14,183.1,169.57,74.73,77.91,7.56,4.87,215023,2.1,0.4,191.0,155.0,3.14,0.2,-3,偏弱,497
3530,晶相光電股份有限公司,上市,半導體,2026-05-14,68.2,-0.29,68.26,66.0,49.44,55.15,1.93,1.72,555001,1.08,0.38,70.5,62.0,3.26,0.37,-3,偏弱,498
6283,淳安電子股份有限公司,上市,其他電子,2026-05-14,25.95,2.57,25.37,23.66,76.11,68.23,1.05,0.75,1266095,1.89,0.33,26.55,21.5,2.26,0.13,-3,偏弱,499
1529,樂事綠能科技股份有限公司,上市,電機機械,2026-05-14,20.85,-4.36,22.04,22.61,19.15,30.12,-0.63,-0.58,1479564,1.85,0.31,29.15,20.85,28.47,0.0,-3,偏弱,500
6591,動力科技股份有限公司,上市,電腦及週邊,2026-05-14,52.6,-1.87,55.18,57.04,16.74,27.57,-1.55,-1.25,583049,1.52,0.31,67.7,52.6,22.3,0.0,-3,偏弱,501
2612,中國航運股份有限公司,上市,航運業,2026-05-14,57.1,0.88,56.98,56.63,52.74,52.01,-0.06,-0.25,528711,0.88,0.3,68.6,54.1,16.76,3.83,-3,偏弱,502
6277,宏正自動科技股份有限公司,上市,電腦及週邊,2026-05-14,71.4,0.99,71.04,70.43,48.71,47.95,0.98,1.24,313552,1.14,0.22,72.9,69.2,2.06,0.68,-3,偏弱,503
2440,太空梭高傳真資訊科技(股)公司,上市,電子零組件,2026-05-14,16.9,-2.87,16.97,16.86,24.26,34.03,0.49,0.61,1214000,0.81,0.21,18.75,15.15,9.87,1.06,-3,偏弱,504
4934,太極能源科技股份有限公司,上市,光電,2026-05-14,17.35,-2.53,18.07,17.36,55.29,61.46,0.29,0.13,1197183,0.65,0.21,20.75,15.55,16.39,1.89,-3,偏弱,505
2816,旺旺友聯產物保險股份有限公司,上市,金融保險,2026-05-14,31.25,-0.79,30.96,30.66,63.0,51.32,0.08,-0.04,578065,2.83,0.18,31.85,30.0,1.88,0.48,-3,偏弱,506
3041,揚智科技股份有限公司,上市,半導體,2026-05-14,24.15,1.05,24.32,23.91,36.33,42.44,0.32,0.3,732251,0.33,0.18,25.7,22.4,6.03,0.89,-3,偏弱,507
3716,中化控股股份有限公司,上市,生技醫療,2026-05-14,34.7,-0.29,34.7,33.46,79.23,69.23,0.47,0.16,488307,1.5,0.17,35.0,31.65,0.86,0.1,-3,偏弱,508
8476,台境企業股份有限公司,上市,綠能環保,2026-05-14,16.2,-3.28,16.84,17.48,9.07,11.01,-0.53,-0.45,950104,1.56,0.15,20.25,16.2,20.0,0.0,-3,偏弱,509
2491,吉祥全球實業股份有限公司,上市,光電,2026-05-14,20.2,-4.94,21.0,18.19,79.57,79.64,1.34,0.82,669153,0.89,0.14,21.45,15.0,5.83,0.24,-3,偏弱,510
1726,永記造漆工業股份有限公司,上市,化學工業,2026-05-14,77.2,1.31,76.42,76.14,59.82,57.07,0.17,0.1,118014,4.16,0.09,77.8,75.5,0.77,0.35,-3,偏弱,511
6794,向榮生醫科技股份有限公司,上市,生技醫療,2026-05-14,79.0,-3.42,81.62,81.79,19.18,29.71,-0.09,0.08,89280,1.88,0.07,92.0,79.0,14.13,0.0,-3,偏弱,512
3057,喬鼎資訊股份有限公司,上市,電腦及週邊,2026-05-14,19.1,-4.5,20.57,19.69,30.35,49.47,0.79,0.94,376343,0.53,0.07,21.7,18.1,11.98,2.6,-3,偏弱,513
6552,易華電子股份有限公司,上市,半導體,2026-05-14,28.9,-0.34,29.6,29.84,13.32,24.97,0.47,0.82,196001,0.35,0.06,32.85,27.2,12.02,2.32,-3,偏弱,514
1526,日馳企業股份有限公司,上市,電機機械,2026-05-14,14.7,-2.97,15.29,15.98,4.24,6.61,-0.52,-0.42,271327,1.71,0.04,20.75,14.7,29.16,0.0,-3,偏弱,515
6464,台灣數位光訊科技股份有限公司,上市,其他,2026-05-14,76.5,0.0,76.44,76.33,77.61,77.14,-0.0,-0.07,50280,1.28,0.04,80.0,75.6,4.38,3.89,-3,偏弱,516
4572,駐龍精密機械股份有限公司,上市,電機機械,2026-05-14,147.0,-0.68,146.4,146.44,50.26,50.72,0.61,0.73,25000,0.59,0.04,150.5,144.5,2.33,1.4,-3,偏弱,517
2012,春雨工廠股份有限公司,上市,鋼鐵工業,2026-05-14,14.8,0.34,14.92,15.13,27.65,36.24,-0.25,-0.25,128001,2.0,0.02,17.4,14.7,14.94,26.0,-3,偏弱,518
1340,勝悅新材料有限公司,上市,塑膠工業,2026-05-14,5.55,1.65,5.53,5.84,16.4,15.11,-0.28,-0.28,434140,1.95,0.02,7.46,5.46,25.6,21.22,-3,偏弱,519
1539,巨庭機械股份有限公司,上市,電機機械,2026-05-14,15.55,-0.32,15.65,16.0,9.06,14.1,-0.27,-0.25,145178,1.7,0.02,18.3,15.55,15.03,0.0,-3,偏弱,520
6606,建德工業股份有限公司,上市,電機機械,2026-05-14,25.1,-0.79,25.22,24.7,68.06,63.67,0.2,0.09,70030,0.7,0.02,25.55,24.0,1.76,0.41,-3,偏弱,521
2434,統懋半導體股份有限公司,上市,半導體,2026-05-14,30.4,-2.88,31.2,30.78,35.08,46.08,0.45,0.49,34000,0.79,0.01,32.9,29.4,7.6,2.5,-3,偏弱,522
4540,全球傳動科技股份有限公司,上市,電機機械,2026-05-14,64.5,-1.53,67.4,62.94,35.21,57.19,4.86,5.24,4318655,0.34,2.79,75.7,52.9,14.8,0.97,-4,偏弱,523
3592,瑞鼎科技股份有限公司,上市,半導體,2026-05-14,263.0,1.35,261.1,245.64,70.14,63.77,8.44,6.37,1033418,0.86,2.72,263.5,232.5,0.19,0.02,-4,偏弱,524
2340,台亞半導體股份有限公司,上市,半導體,2026-05-14,36.35,0.97,37.01,36.56,24.33,36.26,1.81,2.44,6349121,0.35,2.31,42.95,32.25,15.37,1.61,-4,偏弱,525
9921,巨大機械工業股份有限公司,上市,運動休閒,2026-05-14,73.5,-2.91,71.42,70.02,71.04,61.29,0.17,-0.86,2512041,1.17,1.85,90.0,65.3,18.33,2.01,-4,偏弱,526
6205,詮欣股份有限公司,上市,電子零組件,2026-05-14,79.3,-1.37,83.32,81.79,19.34,35.92,5.07,6.97,2119671,0.23,1.68,98.2,68.2,19.25,1.7,-4,偏弱,527
1319,東陽實業廠股份有限公司,上市,汽車工業,2026-05-14,79.2,-1.0,80.04,78.64,76.08,71.09,-0.65,-1.54,2099150,0.67,1.66,109.5,73.6,27.67,5.41,-4,偏弱,528
9933,中鼎工程股份有限公司,上市,其他,2026-05-14,37.6,2.17,36.95,36.75,46.75,42.34,0.39,0.47,3930654,0.73,1.48,39.4,36.4,4.57,1.5,-4,偏弱,529
2731,雄獅旅行社股份有限公司,上市,觀光餐旅,2026-05-14,161.0,0.62,159.6,160.43,39.32,43.27,-0.83,-1.18,897622,1.04,1.45,184.0,157.5,12.5,6.57,-4,偏弱,530
6224,聚鼎科技股份有限公司,上市,電子零組件,2026-05-14,73.6,-1.87,76.1,69.39,34.23,54.12,7.63,8.05,1931010,1.19,1.42,88.3,58.3,16.65,0.96,-4,偏弱,531
2401,凌陽科技股份有限公司,上市,半導體,2026-05-14,24.85,-0.4,25.34,24.36,56.42,64.92,0.9,0.95,5509255,0.52,1.37,25.95,22.7,4.24,0.51,-4,偏弱,532
8499,鼎炫投資控股股份有限公司,上市,其他電子,2026-05-14,295.0,-5.14,294.7,279.08,69.06,64.65,7.01,2.85,341425,1.67,1.01,313.0,256.5,5.75,0.47,-4,偏弱,533
6177,達麗建設事業股份有限公司,上市,建材營造,2026-05-14,45.7,-1.83,46.67,46.15,51.91,62.02,-0.05,-0.2,1953635,1.54,0.89,49.15,44.55,7.02,3.0,-4,偏弱,534
4583,台灣精銳科技股份有限公司,上市,電機機械,2026-05-14,756.0,-1.18,768.6,744.51,48.11,54.44,20.67,21.7,116025,0.43,0.88,783.0,722.0,3.45,0.79,-4,偏弱,535
2426,鼎元光電科技股份有限公司,上市,光電,2026-05-14,66.8,-1.76,67.78,60.76,60.49,68.36,7.34,7.48,1209394,0.08,0.81,76.2,47.7,12.34,0.49,-4,偏弱,536
1723,中鋼碳素化學股份有限公司,上市,化學工業,2026-05-14,80.7,0.62,80.52,79.71,63.25,53.08,0.39,0.36,734530,0.86,0.59,88.7,77.1,9.02,2.22,-4,偏弱,537
3229,晟鈦股份有限公司,上市,電子零組件,2026-05-14,40.35,-9.93,43.94,38.76,59.26,73.09,4.89,5.09,1376648,1.39,0.56,49.0,27.95,17.65,0.7,-4,偏弱,538
6605,帝寶工業股份有限公司,上市,汽車工業,2026-05-14,129.5,-2.26,129.9,129.49,59.54,54.52,-0.93,-1.67,428000,1.02,0.55,148.5,124.5,12.79,3.8,-4,偏弱,539
6890,來億興業股份有限公司,上市,運動休閒,2026-05-14,161.5,-1.22,161.7,161.04,68.02,59.02,-1.75,-3.08,335010,0.49,0.54,215.0,154.0,24.88,7.13,-4,偏弱,540
1808,潤隆建設股份有限公司,上市,建材營造,2026-05-14,29.45,1.9,28.89,29.26,34.12,26.05,-0.42,-0.48,1797936,1.1,0.53,32.0,28.3,7.97,2.22,-4,偏弱,541
6799,來頡科技股份有限公司,上市,半導體,2026-05-14,94.4,0.64,92.46,88.62,70.93,61.73,3.34,3.0,553002,0.95,0.52,94.4,79.3,0.0,0.0,-4,偏弱,542
2903,遠東百貨股份有限公司,上市,貿易百貨,2026-05-14,22.35,-0.45,22.26,22.42,53.82,47.74,-0.14,-0.15,2154321,1.04,0.48,23.5,22.1,4.89,4.6,-4,偏弱,543
3004,豐達科技股份有限公司,上市,鋼鐵工業,2026-05-14,117.0,2.18,115.3,115.9,28.13,35.77,1.25,1.89,371244,0.74,0.43,125.5,113.0,6.77,2.12,-4,偏弱,544
1225,福懋油脂股份有限公司,上市,食品工業,2026-05-14,30.25,-3.97,31.47,32.04,23.69,36.88,-0.24,-0.01,1218482,3.09,0.37,34.25,30.25,11.68,0.0,-4,偏弱,545
5292,華懋科技股份有限公司,上市,綠能環保,2026-05-14,223.0,-2.19,226.6,231.85,36.52,30.64,0.96,4.41,159100,0.28,0.35,265.0,223.0,15.85,0.0,-4,偏弱,546
1907,永豐餘投資控股股份有限公司,上市,造紙工業,2026-05-14,24.45,-0.2,24.17,24.39,68.61,52.99,-0.31,-0.37,1222524,0.96,0.3,27.1,23.5,9.78,2.79,-4,偏弱,547
